,area,item,amount [t],comm_group,group
13007,Maldives,Rye and products,0.0,Cereals,Primary crops
13008,Maldives,Seed cotton,0.0,Oil crops,Primary crops
13009,Maldives,Sesame seed,0.0,Oil crops,Primary crops
13010,Maldives,Sesameseed Cake,0.0,Oil cakes,Crop products
13011,Maldives,Sesameseed Oil,0.0,Vegetable oils,Crop products
13012,Maldives,Sheep,0.0,Live animals,Livestock
13013,Maldives,Silk,0.0,"Hides, skins, wool",Livestock products
13014,Maldives,Sisal,0.0,Fibre crops,Primary crops
13015,Maldives,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
13016,Maldives,Sorghum and products,52.0,Cereals,Primary crops
13017,Maldives,Soyabean Cake,0.0,Oil cakes,Crop products
13018,Maldives,Soyabean Oil,0.0,Vegetable oils,Crop products
13019,Maldives,Soyabeans,0.0,Oil crops,Primary crops
13020,Maldives,"Spices, Other",997.2331649064248,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13021,Maldives,Sugar (Raw Equivalent),9472.065776694506,"Sugar, sweeteners",Crop products
13022,Maldives,Sugar beet,0.0,Sugar crops,Primary crops
13023,Maldives,Sugar cane,0.0,Sugar crops,Primary crops
13024,Maldives,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
13025,Maldives,Sunflower seed,0.0,Oil crops,Primary crops
13026,Maldives,Sunflowerseed Cake,0.0,Oil cakes,Crop products
13027,Maldives,Sunflowerseed Oil,2409.8795521945895,Vegetable oils,Crop products
13028,Maldives,Sweet potatoes,2.0,Roots and tubers,Primary crops
13029,Maldives,"Sweeteners, Other",11706.147814928856,"Sugar, sweeteners",Crop products
13030,Maldives,Tea (including mate),0.0,"Coffee, tea, cocoa",Primary crops
13031,Maldives,Tobacco,0.0,"Tobacco, rubber",Primary crops
13032,Maldives,Tomatoes and products,3222.99999726649,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13033,Maldives,"Vegetables, Other",21999.99999335576,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13034,Maldives,Wheat and products,31413.386864921988,Cereals,Primary crops
13035,Maldives,Wine,3944.520811122502,Alcohol,Crop products
13036,Maldives,Wool (Clean Eq.),0.0,"Hides, skins, wool",Livestock products
13037,Maldives,Yams,0.0,Roots and tubers,Primary crops
13038,Mali,Abaca,0.0,Fibre crops,Primary crops
13039,Mali,"Alcohol, Non-Food",3981.6659290105476,Ethanol,Crop products
13040,Mali,Apples and products,2992.7252603240163,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13041,Mali,Asses,60239.9589184633,Live animals,Livestock
13042,Mali,Bananas,200000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13043,Mali,Barley and products,6195.2292987468145,Cereals,Primary crops
13044,Mali,Beans,163000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13045,Mali,Beer,26175.098921348384,Alcohol,Crop products
13046,Mali,"Beverages, Alcoholic",2852.4250417701537,Alcohol,Crop products
13047,Mali,"Beverages, Fermented",793000.0000000003,Alcohol,Crop products
13048,Mali,Bovine Meat,71968.64858979562,Meat,Livestock products
13049,Mali,Buffaloes,0.0,Live animals,Livestock
13050,Mali,"Butter, Ghee",0.0,Milk,Livestock products
13051,Mali,"Camelids, other",0.0,Live animals,Livestock
13052,Mali,Camels,2744.4032142646665,Live animals,Livestock
13053,Mali,Cassava and products,165000.0,Roots and tubers,Primary crops
13054,Mali,Cattle,1104912.2869189482,Live animals,Livestock
13055,Mali,"Cereals, Other",44000.0,Cereals,Primary crops
13056,Mali,"Citrus, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13057,Mali,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13058,Mali,Cocoa Beans and products,0.0,"Coffee, tea, cocoa",Primary crops
13059,Mali,Coconut Oil,0.0,Vegetable oils,Crop products
13060,Mali,Coconuts - Incl Copra,0.0,Oil crops,Primary crops
13061,Mali,Coffee and products,1999.9909507217185,"Coffee, tea, cocoa",Primary crops
13062,Mali,Copra Cake,0.0,Oil cakes,Crop products
13063,Mali,Cotton lint,61814.7513683667,Fibre crops,Crop products
13064,Mali,Cottonseed,208310.78753068173,Fibre crops,Crop products
13065,Mali,Cottonseed Cake,194756.4748256628,Oil cakes,Crop products
13066,Mali,Cottonseed Oil,62840.78163525126,Vegetable oils,Crop products
13067,Mali,Dates,1000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13068,Mali,Eggs,19588.241814848752,Eggs,Livestock products
13069,Mali,"Fats, Animals, Raw",20945.893117629985,Animal fats,Livestock products
13070,Mali,"Fish, Seafood",152642.60129578784,Fish,Fish
13071,Mali,Fodder crops,0.0,Fodder crops,Primary crops
13072,Mali,"Fruits, Other",1029329.9998909674,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13073,Mali,Goats,1161505.4523036922,Live animals,Livestock
13074,Mali,Grapefruit and products,1000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13075,Mali,Grapes and products (excl wine),1000.999980566497,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13076,Mali,Grazing,58408003.0,Grazing,Primary crops
13077,Mali,Groundnut Cake,18468.62938907834,Oil cakes,Crop products
13078,Mali,Groundnut Oil,7862.057989603748,Vegetable oils,Crop products
13079,Mali,Groundnuts,85172.2948873739,Oil crops,Primary crops
13080,Mali,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
13081,Mali,Hides and skins,14586.369547787848,"Hides, skins, wool",Livestock products
13082,Mali,Honey,1000.0,Honey,Livestock products
13083,Mali,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13084,Mali,Horses,30071.38651221192,Live animals,Livestock
13085,Mali,Jute,0.0,Fibre crops,Primary crops
13086,Mali,Jute-Like Fibres,1426.0,Fibre crops,Primary crops
13087,Mali,"Lemons, Limes and products",45000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13088,Mali,Maize Germ Oil,0.0,Vegetable oils,Crop products
13089,Mali,Maize and products,3518387.079905057,Cereals,Primary crops
13090,Mali,"Meat, Other",31982.133377999107,Meat,Livestock products
13091,Mali,Milk - Excluding Butter,1010307.9746003174,Milk,Livestock products
13092,Mali,Millet and products,1921000.0,Cereals,Primary crops
13093,Mali,Mules,0.0,Live animals,Livestock
13094,Mali,Mutton & Goat Meat,20957.00005932577,Meat,Livestock products
13095,Mali,Nuts and products,179648.0217400412,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13096,Mali,Oats,0.0,Cereals,Primary crops
13097,Mali,"Offals, Edible",16952.4751920511,Meat,Livestock products
13098,Mali,"Oil, palm fruit",0.0,Oil crops,Primary crops
13099,Mali,"Oilcrops Oil, Other",28732.38189095328,Vegetable oils,Crop products
13100,Mali,"Oilcrops, Other",213000.0,Oil crops,Primary crops
13101,Mali,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
13102,Mali,Olive Oil,0.0,Vegetable oils,Crop products
13103,Mali,Olives (including preserved),0.0,Oil crops,Primary crops
13104,Mali,Onions,109170.93775580321,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13105,Mali,"Oranges, Mandarines",427633.9999798631,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13106,Mali,Palm Oil,2994.5292060921433,Vegetable oils,Crop products
13107,Mali,Palm kernels,0.0,Oil crops,Crop products
13108,Mali,Palmkernel Cake,0.0,Oil cakes,Crop products
13109,Mali,Palmkernel Oil,0.0,Vegetable oils,Crop products
13110,Mali,Peas,837.0986859847682,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13111,Mali,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13112,Mali,Pigmeat,996.8690753333493,Meat,Livestock products
13113,Mali,Pigs,18518.962657271055,Live animals,Livestock
13114,Mali,Pimento,4000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13115,Mali,Pineapples and products,992.2721592964926,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13116,Mali,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13117,Mali,Potatoes and products,255639.4109656081,Roots and tubers,Primary crops
13118,Mali,Poultry Birds,75492063.89794044,Live animals,Livestock
13119,Mali,Poultry Meat,58551.73690916994,Meat,Livestock products
13120,Mali,"Pulses, Other and products",226999.9999999986,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13121,Mali,Rabbits and hares,0.0,Live animals,Livestock
13122,Mali,Rape and Mustard Cake,0.0,Oil cakes,Crop products
13123,Mali,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
13124,Mali,Rape and Mustardseed,1622.0944993040348,Oil crops,Primary crops
13125,Mali,Rice and products,3053897.046178743,Cereals,Primary crops
13126,Mali,Ricebran Oil,0.0,Vegetable oils,Crop products
13127,Mali,"Rodents, other",0.0,Live animals,Livestock
13128,Mali,"Roots, Other",0.0,Roots and tubers,Primary crops
13129,Mali,Rubber,0.0,"Tobacco, rubber",Primary crops
13130,Mali,Rye and products,0.0,Cereals,Primary crops
13131,Mali,Seed cotton,147138.60886967354,Oil crops,Primary crops
13132,Mali,Sesame seed,35000.0,Oil crops,Primary crops
13133,Mali,Sesameseed Cake,0.0,Oil cakes,Crop products
13134,Mali,Sesameseed Oil,0.0,Vegetable oils,Crop products
13135,Mali,Sheep,841133.320881702,Live animals,Livestock
13136,Mali,Silk,0.0,"Hides, skins, wool",Livestock products
13137,Mali,Sisal,0.0,Fibre crops,Primary crops
13138,Mali,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
13139,Mali,Sorghum and products,1823000.0000000005,Cereals,Primary crops
13140,Mali,Soyabean Cake,37.219655934585106,Oil cakes,Crop products
13141,Mali,Soyabean Oil,0.0,Vegetable oils,Crop products
13142,Mali,Soyabeans,15000.0,Oil crops,Primary crops
13143,Mali,"Spices, Other",35000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13144,Mali,Sugar (Raw Equivalent),124816.02344837683,"Sugar, sweeteners",Crop products
13145,Mali,Sugar beet,8000.0,Sugar crops,Primary crops
13146,Mali,Sugar cane,650000.0,Sugar crops,Primary crops
13147,Mali,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
13148,Mali,Sunflower seed,0.0,Oil crops,Primary crops
13149,Mali,Sunflowerseed Cake,0.0,Oil cakes,Crop products
13150,Mali,Sunflowerseed Oil,0.0,Vegetable oils,Crop products
13151,Mali,Sweet potatoes,573000.0,Roots and tubers,Primary crops
13152,Mali,"Sweeteners, Other",46781.126981625726,"Sugar, sweeteners",Crop products
13153,Mali,Tea (including mate),5957.6053854321335,"Coffee, tea, cocoa",Primary crops
13154,Mali,Tobacco,5571.55464259909,"Tobacco, rubber",Primary crops
13155,Mali,Tomatoes and products,237659.99999994432,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13156,Mali,"Vegetables, Other",2891532.9999996508,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13157,Mali,Wheat and products,188392.9460243782,Cereals,Primary crops
13158,Mali,Wine,3932.143119675377,Alcohol,Crop products
13159,Mali,Wool (Clean Eq.),282.4473664482386,"Hides, skins, wool",Livestock products
13160,Mali,Yams,110000.0,Roots and tubers,Primary crops
13161,Malta,Abaca,0.0,Fibre crops,Primary crops
13162,Malta,"Alcohol, Non-Food",0.0,Ethanol,Crop products
13163,Malta,Apples and products,4976.067172382297,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13164,Malta,Asses,0.0,Live animals,Livestock
13165,Malta,Bananas,8998.999960369463,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13166,Malta,Barley and products,14555.480519807843,Cereals,Primary crops
13167,Malta,Beans,324.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13168,Malta,Beer,17979.4815888268,Alcohol,Crop products
13169,Malta,"Beverages, Alcoholic",1902.1125987639862,Alcohol,Crop products
13170,Malta,"Beverages, Fermented",849.4751858554746,Alcohol,Crop products
13171,Malta,Bovine Meat,10945.527236383976,Meat,Livestock products
13172,Malta,Buffaloes,0.0,Live animals,Livestock
13173,Malta,"Butter, Ghee",989.5524791908368,Milk,Livestock products
13174,Malta,"Camelids, other",0.0,Live animals,Livestock
13175,Malta,Camels,0.0,Live animals,Livestock
13176,Malta,Cassava and products,0.0,Roots and tubers,Primary crops
13177,Malta,Cattle,4003.9620999464973,Live animals,Livestock
13178,Malta,"Cereals, Other",1807.8908113170444,Cereals,Primary crops
13179,Malta,"Citrus, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13180,Malta,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13181,Malta,Cocoa Beans and products,0.0,"Coffee, tea, cocoa",Primary crops
13182,Malta,Coconut Oil,0.0,Vegetable oils,Crop products
13183,Malta,Coconuts - Incl Copra,0.0,Oil crops,Primary crops
13184,Malta,Coffee and products,997.6556238280417,"Coffee, tea, cocoa",Primary crops
13185,Malta,Copra Cake,0.0,Oil cakes,Crop products
13186,Malta,Cotton lint,0.0,Fibre crops,Crop products
13187,Malta,Cottonseed,0.0,Fibre crops,Crop products
13188,Malta,Cottonseed Cake,103.75500898127123,Oil cakes,Crop products
13189,Malta,Cottonseed Oil,0.0,Vegetable oils,Crop products
13190,Malta,Dates,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13191,Malta,Eggs,5017.631111906964,Eggs,Livestock products
13192,Malta,"Fats, Animals, Raw",993.8465408960224,Animal fats,Livestock products
13193,Malta,"Fish, Seafood",32796.793998587935,Fish,Fish
13194,Malta,Fodder crops,32609.88826104432,Fodder crops,Primary crops
13195,Malta,"Fruits, Other",8997.991516926915,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13196,Malta,Goats,1255.4876642654008,Live animals,Livestock
13197,Malta,Grapefruit and products,10.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13198,Malta,Grapes and products (excl wine),3995.1427707228354,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13199,Malta,Grazing,175775.0,Grazing,Primary crops
13200,Malta,Groundnut Cake,1.0018080149298667,Oil cakes,Crop products
13201,Malta,Groundnut Oil,0.0,Vegetable oils,Crop products
13202,Malta,Groundnuts,995.6108833951176,Oil crops,Primary crops
13203,Malta,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
13204,Malta,Hides and skins,230.1726775587606,"Hides, skins, wool",Livestock products
13205,Malta,Honey,0.0,Honey,Livestock products
13206,Malta,Hops,13.63437585064705,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13207,Malta,Horses,282.7160038241839,Live animals,Livestock
13208,Malta,Jute,0.0,Fibre crops,Primary crops
13209,Malta,Jute-Like Fibres,0.0,Fibre crops,Primary crops
13210,Malta,"Lemons, Limes and products",1264.9532337996416,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13211,Malta,Maize Germ Oil,0.0,Vegetable oils,Crop products
13212,Malta,Maize and products,52301.26925256436,Cereals,Primary crops
13213,Malta,"Meat, Other",0.0,Meat,Livestock products
13214,Malta,Milk - Excluding Butter,57061.40185927101,Milk,Livestock products
13215,Malta,Millet and products,0.0,Cereals,Primary crops
13216,Malta,Mules,2.769875119059993,Live animals,Livestock
13217,Malta,Mutton & Goat Meat,0.0,Meat,Livestock products
13218,Malta,Nuts and products,993.9618118018925,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13219,Malta,Oats,0.0,Cereals,Primary crops
13220,Malta,"Offals, Edible",839.1432867380273,Meat,Livestock products
13221,Malta,"Oil, palm fruit",0.0,Oil crops,Primary crops
13222,Malta,"Oilcrops Oil, Other",1825.833854148168,Vegetable oils,Crop products
13223,Malta,"Oilcrops, Other",454.7253295138883,Oil crops,Primary crops
13224,Malta,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
13225,Malta,Olive Oil,925.897838788077,Vegetable oils,Crop products
13226,Malta,Olives (including preserved),997.828945638314,Oil crops,Primary crops
13227,Malta,Onions,7870.999861315646,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13228,Malta,"Oranges, Mandarines",8999.99977507888,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13229,Malta,Palm Oil,0.0,Vegetable oils,Crop products
13230,Malta,Palm kernels,0.0,Oil crops,Crop products
13231,Malta,Palmkernel Cake,0.0,Oil cakes,Crop products
13232,Malta,Palmkernel Oil,0.0,Vegetable oils,Crop products
13233,Malta,Peas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13234,Malta,Pepper,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13235,Malta,Pigmeat,10678.709121695758,Meat,Livestock products
13236,Malta,Pigs,43358.580946596856,Live animals,Livestock
13237,Malta,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13238,Malta,Pineapples and products,995.589968468993,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13239,Malta,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13240,Malta,Potatoes and products,15904.815015873293,Roots and tubers,Primary crops
13241,Malta,Poultry Birds,1941367.6905008918,Live animals,Livestock
13242,Malta,Poultry Meat,11593.12980851575,Meat,Livestock products
13243,Malta,"Pulses, Other and products",622.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13244,Malta,Rabbits and hares,0.0,Live animals,Livestock
13245,Malta,Rape and Mustard Cake,0.0,Oil cakes,Crop products
13246,Malta,Rape and Mustard Oil,767.5746819453107,Vegetable oils,Crop products
13247,Malta,Rape and Mustardseed,0.0,Oil crops,Primary crops
13248,Malta,Rice and products,3685.7842617975525,Cereals,Primary crops
13249,Malta,Ricebran Oil,0.0,Vegetable oils,Crop products
13250,Malta,"Rodents, other",0.0,Live animals,Livestock
13251,Malta,"Roots, Other",0.0,Roots and tubers,Primary crops
13252,Malta,Rubber,0.0,"Tobacco, rubber",Primary crops
13253,Malta,Rye and products,0.0,Cereals,Primary crops
13254,Malta,Seed cotton,0.0,Oil crops,Primary crops
13255,Malta,Sesame seed,0.0,Oil crops,Primary crops
13256,Malta,Sesameseed Cake,0.0,Oil cakes,Crop products
13257,Malta,Sesameseed Oil,0.0,Vegetable oils,Crop products
13258,Malta,Sheep,6387.074789828002,Live animals,Livestock
13259,Malta,Silk,0.0,"Hides, skins, wool",Livestock products
13260,Malta,Sisal,0.0,Fibre crops,Primary crops
13261,Malta,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
13262,Malta,Sorghum and products,0.0,Cereals,Primary crops
13263,Malta,Soyabean Cake,12727.641341467406,Oil cakes,Crop products
13264,Malta,Soyabean Oil,752.8532473773569,Vegetable oils,Crop products
13265,Malta,Soyabeans,0.0,Oil crops,Primary crops
13266,Malta,"Spices, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13267,Malta,Sugar (Raw Equivalent),28533.34401589619,"Sugar, sweeteners",Crop products
13268,Malta,Sugar beet,0.0,Sugar crops,Primary crops
13269,Malta,Sugar cane,0.0,Sugar crops,Primary crops
13270,Malta,Sugar non-centrifugal,0.0,"Sugar, sweeteners",Crop products
13271,Malta,Sunflower seed,0.0,Oil crops,Primary crops
13272,Malta,Sunflowerseed Cake,1424.8318920780298,Oil cakes,Crop products
13273,Malta,Sunflowerseed Oil,1927.190717090172,Vegetable oils,Crop products
13274,Malta,Sweet potatoes,0.0,Roots and tubers,Primary crops
13275,Malta,"Sweeteners, Other",14822.985068874706,"Sugar, sweeteners",Crop products
13276,Malta,Tea (including mate),995.1763966443986,"Coffee, tea, cocoa",Primary crops
13277,Malta,Tobacco,3326.720279589809,"Tobacco, rubber",Primary crops
13278,Malta,Tomatoes and products,18574.99999949518,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13279,Malta,"Vegetables, Other",40350.99999904895,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13280,Malta,Wheat and products,38677.30154456996,Cereals,Primary crops
13281,Malta,Wine,6201.887672895139,Alcohol,Crop products
13282,Malta,Wool (Clean Eq.),34.77360618203764,"Hides, skins, wool",Livestock products
13283,Malta,Yams,0.0,Roots and tubers,Primary crops
13284,Mauritania,Abaca,0.0,Fibre crops,Primary crops
13285,Mauritania,"Alcohol, Non-Food",0.0,Ethanol,Crop products
13286,Mauritania,Apples and products,3989.8905129302375,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13287,Mauritania,Asses,23180.36600115567,Live animals,Livestock
13288,Mauritania,Bananas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13289,Mauritania,Barley and products,4142.635196349798,Cereals,Primary crops
13290,Mauritania,Beans,14000.00000000002,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13291,Mauritania,Beer,0.0,Alcohol,Crop products
13292,Mauritania,"Beverages, Alcoholic",0.0,Alcohol,Crop products
13293,Mauritania,"Beverages, Fermented",0.0,Alcohol,Crop products
13294,Mauritania,Bovine Meat,29990.683744273738,Meat,Livestock products
13295,Mauritania,Buffaloes,0.0,Live animals,Livestock
13296,Mauritania,"Butter, Ghee",1988.823896167246,Milk,Livestock products
13297,Mauritania,"Camelids, other",0.0,Live animals,Livestock
13298,Mauritania,Camels,116180.74053679181,Live animals,Livestock
13299,Mauritania,Cassava and products,0.0,Roots and tubers,Primary crops
13300,Mauritania,Cattle,239488.80016829775,Live animals,Livestock
13301,Mauritania,"Cereals, Other",1925.3547062066334,Cereals,Primary crops
13302,Mauritania,"Citrus, Other",915.8009165683615,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13303,Mauritania,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13304,Mauritania,Cocoa Beans and products,0.0,"Coffee, tea, cocoa",Primary crops
13305,Mauritania,Coconut Oil,0.0,Vegetable oils,Crop products
13306,Mauritania,Coconuts - Incl Copra,0.0,Oil crops,Primary crops
13307,Mauritania,Coffee and products,998.7238309575639,"Coffee, tea, cocoa",Primary crops
13308,Mauritania,Copra Cake,0.0,Oil cakes,Crop products
13309,Mauritania,Cotton lint,0.0,Fibre crops,Crop products
13310,Mauritania,Cottonseed,0.0,Fibre crops,Crop products
13311,Mauritania,Cottonseed Cake,53859.68894780179,Oil cakes,Crop products
13312,Mauritania,Cottonseed Oil,0.0,Vegetable oils,Crop products
13313,Mauritania,Dates,25537.243382402405,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13314,Mauritania,Eggs,11016.236402582554,Eggs,Livestock products
13315,Mauritania,"Fats, Animals, Raw",3987.602447810794,Animal fats,Livestock products
13316,Mauritania,"Fish, Seafood",794740.7922251498,Fish,Fish
13317,Mauritania,Fodder crops,0.0,Fodder crops,Primary crops
13318,Mauritania,"Fruits, Other",17987.987840911348,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13319,Mauritania,Goats,1356017.7437553154,Live animals,Livestock
13320,Mauritania,Grapefruit and products,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13321,Mauritania,Grapes and products (excl wine),0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13322,Mauritania,Grazing,33957619.0,Grazing,Primary crops
13323,Mauritania,Groundnut Cake,1374.5041730661512,Oil cakes,Crop products
13324,Mauritania,Groundnut Oil,268.81787989036377,Vegetable oils,Crop products
13325,Mauritania,Groundnuts,1958.6087109256646,Oil crops,Primary crops
13326,Mauritania,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
13327,Mauritania,Hides and skins,11976.832784194254,"Hides, skins, wool",Livestock products
13328,Mauritania,Honey,0.0,Honey,Livestock products
13329,Mauritania,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13330,Mauritania,Horses,3918.6436837630235,Live animals,Livestock
13331,Mauritania,Jute,0.0,Fibre crops,Primary crops
13332,Mauritania,Jute-Like Fibres,0.0,Fibre crops,Primary crops
13333,Mauritania,"Lemons, Limes and products",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13334,Mauritania,Maize Germ Oil,656.3190239922714,Vegetable oils,Crop products
13335,Mauritania,Maize and products,30759.397572397975,Cereals,Primary crops
13336,Mauritania,"Meat, Other",28991.04440834496,Meat,Livestock products
13337,Mauritania,Milk - Excluding Butter,420140.9760011607,Milk,Livestock products
13338,Mauritania,Millet and products,3000.0,Cereals,Primary crops
13339,Mauritania,Mules,0.0,Live animals,Livestock
13340,Mauritania,Mutton & Goat Meat,56954.862856030035,Meat,Livestock products
13341,Mauritania,Nuts and products,993.5505012654993,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13342,Mauritania,Oats,0.0,Cereals,Primary crops
13343,Mauritania,"Offals, Edible",17909.38439148429,Meat,Livestock products
13344,Mauritania,"Oil, palm fruit",0.0,Oil crops,Primary crops
13345,Mauritania,"Oilcrops Oil, Other",2594.79368028341,Vegetable oils,Crop products
13346,Mauritania,"Oilcrops, Other",3000.0,Oil crops,Primary crops
13347,Mauritania,"Oilseed Cakes, Other",0.0,Oil cakes,Crop products
13348,Mauritania,Olive Oil,0.0,Vegetable oils,Crop products
13349,Mauritania,Olives (including preserved),0.0,Oil crops,Primary crops
13350,Mauritania,Onions,72997.80555619918,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13351,Mauritania,"Oranges, Mandarines",2998.9999688034204,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13352,Mauritania,Palm Oil,16757.66900861694,Vegetable oils,Crop products
13353,Mauritania,Palm kernels,0.0,Oil crops,Crop products
13354,Mauritania,Palmkernel Cake,2339.4135487904255,Oil cakes,Crop products
13355,Mauritania,Palmkernel Oil,0.0,Vegetable oils,Crop products
13356,Mauritania,Peas,8000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13357,Mauritania,Pepper,999.1629746381531,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13358,Mauritania,Pigmeat,0.0,Meat,Livestock products
13359,Mauritania,Pigs,1.0,Live animals,Livestock
13360,Mauritania,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13361,Mauritania,Pineapples and products,987.8595681870918,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13362,Mauritania,Plantains,5000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13363,Mauritania,Potatoes and products,45640.51203628572,Roots and tubers,Primary crops
13364,Mauritania,Poultry Birds,5302238.935999585,Live animals,Livestock
13365,Mauritania,Poultry Meat,37619.231357409626,Meat,Livestock products
13366,Mauritania,"Pulses, Other and products",30000.000000000073,"Vegetables, fruit, nuts, pulses, spices",Primary crops
13367,Mauritania,Rabbits and hares,0.0,Live animals,Livestock
13368,Mauritania,Rape and Mustard Cake,16.8176449995444,Oil cakes,Crop products
13369,Mauritania,Rape and Mustard Oil,0.0,Vegetable oils,Crop products
13370,Mauritania,Rape and Mustardseed,0.0,Oil crops,Primary crops
13371,Mauritania,Rice and products,393145.64662790706,Cereals,Primary crops
13372,Mauritania,Ricebran Oil,0.0,Vegetable oils,Crop products
13373,Mauritania,"Rodents, other",0.0,Live animals,Livestock
13374,Mauritania,"Roots, Other",0.0,Roots and tubers,Primary crops
13375,Mauritania,Rubber,0.0,"Tobacco, rubber",Primary crops
13376,Mauritania,Rye and products,0.0,Cereals,Primary crops
13377,Mauritania,Seed cotton,0.0,Oil crops,Primary crops
13378,Mauritania,Sesame seed,0.0,Oil crops,Primary crops
13379,Mauritania,Sesameseed Cake,0.0,Oil cakes,Crop products
13380,Mauritania,Sesameseed Oil,0.0,Vegetable oils,Crop products
13381,Mauritania,Sheep,2543100.598253912,Live animals,Livestock
13382,Mauritania,Silk,0.0,"Hides, skins, wool",Livestock products
13383,Mauritania,Sisal,0.0,Fibre crops,Primary crops
13384,Mauritania,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
13385,Mauritania,Sorghum and products,93000.00000000013,Cereals,Primary crops
13386,Mauritania,Soyabean Cake,1876.6269125090903,Oil cakes,Crop products
