,area,item,amount [t],comm_group,group
4914,Congo,Tomatoes and products,26996.999999434895,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4915,Congo,"Vegetables, Other",140460.99999996697,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4916,Congo,Wheat and products,106305.59832683054,Cereals,Primary crops
4917,Congo,Wine,1981.7140496452582,Alcohol,Crop products
4918,Congo,Wool (Clean Eq.),14.975501324309397,"Hides, skins, wool",Livestock products
4919,Congo,Yams,16000.0,Roots and tubers,Primary crops
4920,Costa Rica,Abaca,1250.0,Fibre crops,Primary crops
4921,Costa Rica,"Alcohol, Non-Food",25699.70863992922,Ethanol,Crop products
4922,Costa Rica,Apples and products,20980.039917671096,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4923,Costa Rica,Asses,0.0,Live animals,Livestock
4924,Costa Rica,Bananas,2529000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4925,Costa Rica,Barley and products,21424.14735605962,Cereals,Primary crops
4926,Costa Rica,Beans,53301.66622014339,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4927,Costa Rica,Beer,83843.24883776042,Alcohol,Crop products
4928,Costa Rica,"Beverages, Alcoholic",53344.703003966664,Alcohol,Crop products
4929,Costa Rica,"Beverages, Fermented",0.0,Alcohol,Crop products
4930,Costa Rica,Bovine Meat,98532.30657821195,Meat,Livestock products
4931,Costa Rica,Buffaloes,0.0,Live animals,Livestock
4932,Costa Rica,"Butter, Ghee",9800.372175086355,Milk,Livestock products
4933,Costa Rica,"Camelids, other",0.0,Live animals,Livestock
4934,Costa Rica,Camels,0.0,Live animals,Livestock
4935,Costa Rica,Cassava and products,97127.29890740584,Roots and tubers,Primary crops
4936,Costa Rica,Cattle,390290.6056224322,Live animals,Livestock
4937,Costa Rica,"Cereals, Other",925.3419249917952,Cereals,Primary crops
4938,Costa Rica,"Citrus, Other",0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4939,Costa Rica,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4940,Costa Rica,Cocoa Beans and products,1000.0,"Coffee, tea, cocoa",Primary crops
4941,Costa Rica,Coconut Oil,213.03724505151192,Vegetable oils,Crop products
4942,Costa Rica,Coconuts - Incl Copra,15708.964083379895,Oil crops,Primary crops
4943,Costa Rica,Coffee and products,78796.96862452179,"Coffee, tea, cocoa",Primary crops
4944,Costa Rica,Copra Cake,122.02133284640587,Oil cakes,Crop products
4945,Costa Rica,Cotton lint,4434.341221879711,Fibre crops,Crop products
4946,Costa Rica,Cottonseed,371.0,Fibre crops,Crop products
4947,Costa Rica,Cottonseed Cake,14.0,Oil cakes,Crop products
4948,Costa Rica,Cottonseed Oil,24.0,Vegetable oils,Crop products
4949,Costa Rica,Dates,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4950,Costa Rica,Eggs,73925.33088646107,Eggs,Livestock products
4951,Costa Rica,"Fats, Animals, Raw",6997.34235926672,Animal fats,Livestock products
4952,Costa Rica,"Fish, Seafood",96862.513167745,Fish,Fish
4953,Costa Rica,Fodder crops,0.0,Fodder crops,Primary crops
4954,Costa Rica,"Fruits, Other",525993.9994194525,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4955,Costa Rica,Goats,19999.537223111558,Live animals,Livestock
4956,Costa Rica,Grapefruit and products,21000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4957,Costa Rica,Grapes and products (excl wine),12997.999974590628,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4958,Costa Rica,Grazing,23168276.0,Grazing,Primary crops
4959,Costa Rica,Groundnut Cake,132.1581074252925,Oil cakes,Crop products
4960,Costa Rica,Groundnut Oil,0.0,Vegetable oils,Crop products
4961,Costa Rica,Groundnuts,6039.478920208789,Oil crops,Primary crops
4962,Costa Rica,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
4963,Costa Rica,Hides and skins,14986.340213288326,"Hides, skins, wool",Livestock products
4964,Costa Rica,Honey,1000.0,Honey,Livestock products
4965,Costa Rica,Hops,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4966,Costa Rica,Horses,224.5425894509145,Live animals,Livestock
4967,Costa Rica,Jute,0.0,Fibre crops,Primary crops
4968,Costa Rica,Jute-Like Fibres,0.0,Fibre crops,Primary crops
4969,Costa Rica,"Lemons, Limes and products",35968.99874110386,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4970,Costa Rica,Maize Germ Oil,1002.4221639098259,Vegetable oils,Crop products
4971,Costa Rica,Maize and products,974611.0512894747,Cereals,Primary crops
4972,Costa Rica,"Meat, Other",0.0,Meat,Livestock products
4973,Costa Rica,Milk - Excluding Butter,1223852.0336317585,Milk,Livestock products
4974,Costa Rica,Millet and products,0.0,Cereals,Primary crops
4975,Costa Rica,Mules,0.0,Live animals,Livestock
4976,Costa Rica,Mutton & Goat Meat,0.0,Meat,Livestock products
4977,Costa Rica,Nuts and products,4035.2451589297975,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4978,Costa Rica,Oats,6927.005332012232,Cereals,Primary crops
4979,Costa Rica,"Offals, Edible",12332.334743088686,Meat,Livestock products
4980,Costa Rica,"Oil, palm fruit",659143.8683197654,Oil crops,Primary crops
4981,Costa Rica,"Oilcrops Oil, Other",17167.378902965345,Vegetable oils,Crop products
4982,Costa Rica,"Oilcrops, Other",15237.320481481502,Oil crops,Primary crops
4983,Costa Rica,"Oilseed Cakes, Other",8651.040700218158,Oil cakes,Crop products
4984,Costa Rica,Olive Oil,2839.6471554719255,Vegetable oils,Crop products
4985,Costa Rica,Olives (including preserved),998.8694799419925,Oil crops,Primary crops
4986,Costa Rica,Onions,38788.99975440672,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4987,Costa Rica,"Oranges, Mandarines",286168.99244281347,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4988,Costa Rica,Palm Oil,184569.74463119428,Vegetable oils,Crop products
4989,Costa Rica,Palm kernels,44143.7607877143,Oil crops,Crop products
4990,Costa Rica,Palmkernel Cake,38590.80241483914,Oil cakes,Crop products
4991,Costa Rica,Palmkernel Oil,16206.125427758898,Vegetable oils,Crop products
4992,Costa Rica,Peas,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4993,Costa Rica,Pepper,1000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4994,Costa Rica,Pigmeat,77116.76172147224,Meat,Livestock products
4995,Costa Rica,Pigs,809606.3707981266,Live animals,Livestock
4996,Costa Rica,Pimento,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4997,Costa Rica,Pineapples and products,2624002.9999976642,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4998,Costa Rica,Plantains,84762.96728066537,"Vegetables, fruit, nuts, pulses, spices",Primary crops
4999,Costa Rica,Potatoes and products,80307.65758288956,Roots and tubers,Primary crops
5000,Costa Rica,Poultry Birds,85593526.3644782,Live animals,Livestock
5001,Costa Rica,Poultry Meat,149539.62539416456,Meat,Livestock products
5002,Costa Rica,"Pulses, Other and products",2487.0790730686413,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5003,Costa Rica,Rabbits and hares,948.7066846007118,Live animals,Livestock
5004,Costa Rica,Rape and Mustard Cake,0.0,Oil cakes,Crop products
5005,Costa Rica,Rape and Mustard Oil,492.23826267244533,Vegetable oils,Crop products
5006,Costa Rica,Rape and Mustardseed,0.0,Oil crops,Primary crops
5007,Costa Rica,Rice and products,345030.05943962233,Cereals,Primary crops
5008,Costa Rica,Ricebran Oil,0.0,Vegetable oils,Crop products
5009,Costa Rica,"Rodents, other",0.0,Live animals,Livestock
5010,Costa Rica,"Roots, Other",17000.0,Roots and tubers,Primary crops
5011,Costa Rica,Rubber,7853.999465439009,"Tobacco, rubber",Primary crops
5012,Costa Rica,Rye and products,0.0,Cereals,Primary crops
5013,Costa Rica,Seed cotton,677.0,Oil crops,Primary crops
5014,Costa Rica,Sesame seed,164.0,Oil crops,Primary crops
5015,Costa Rica,Sesameseed Cake,76.0,Oil cakes,Crop products
5016,Costa Rica,Sesameseed Oil,190.0,Vegetable oils,Crop products
5017,Costa Rica,Sheep,1006.0446883903861,Live animals,Livestock
5018,Costa Rica,Silk,0.0,"Hides, skins, wool",Livestock products
5019,Costa Rica,Sisal,0.0,Fibre crops,Primary crops
5020,Costa Rica,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
5021,Costa Rica,Sorghum and products,0.0,Cereals,Primary crops
5022,Costa Rica,Soyabean Cake,162346.42177107398,Oil cakes,Crop products
5023,Costa Rica,Soyabean Oil,30508.880350551226,Vegetable oils,Crop products
5024,Costa Rica,Soyabeans,139993.7886522086,Oil crops,Primary crops
5025,Costa Rica,"Spices, Other",3240.9986374105006,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5026,Costa Rica,Sugar (Raw Equivalent),455917.3963107914,"Sugar, sweeteners",Crop products
5027,Costa Rica,Sugar beet,0.0,Sugar crops,Primary crops
5028,Costa Rica,Sugar cane,4195000.000000004,Sugar crops,Primary crops
5029,Costa Rica,Sugar non-centrifugal,9000.000000000004,"Sugar, sweeteners",Crop products
5030,Costa Rica,Sunflower seed,899.393952487279,Oil crops,Primary crops
5031,Costa Rica,Sunflowerseed Cake,0.0,Oil cakes,Crop products
5032,Costa Rica,Sunflowerseed Oil,6172.89178623366,Vegetable oils,Crop products
5033,Costa Rica,Sweet potatoes,1000.0,Roots and tubers,Primary crops
5034,Costa Rica,"Sweeteners, Other",57863.43838502372,"Sugar, sweeteners",Crop products
5035,Costa Rica,Tea (including mate),998.0505372749093,"Coffee, tea, cocoa",Primary crops
5036,Costa Rica,Tobacco,1201.29747282709,"Tobacco, rubber",Primary crops
5037,Costa Rica,Tomatoes and products,88148.99999912773,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5038,Costa Rica,"Vegetables, Other",249734.9999998928,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5039,Costa Rica,Wheat and products,224869.94808222336,Cereals,Primary crops
5040,Costa Rica,Wine,12746.626353108675,Alcohol,Crop products
5041,Costa Rica,Wool (Clean Eq.),0.0,"Hides, skins, wool",Livestock products
5042,Costa Rica,Yams,6404.939232315033,Roots and tubers,Primary crops
5043,Croatia,Abaca,0.0,Fibre crops,Primary crops
5044,Croatia,"Alcohol, Non-Food",13069.54899787754,Ethanol,Crop products
5045,Croatia,Apples and products,76067.48056007625,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5046,Croatia,Asses,0.0,Live animals,Livestock
5047,Croatia,Bananas,67998.92403544874,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5048,Croatia,Barley and products,337915.0219834813,Cereals,Primary crops
5049,Croatia,Beans,7343.7029153959875,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5050,Croatia,Beer,359853.4644399054,Alcohol,Crop products
5051,Croatia,"Beverages, Alcoholic",18260.81473523219,Alcohol,Crop products
5052,Croatia,"Beverages, Fermented",10937.764333069585,Alcohol,Crop products
5053,Croatia,Bovine Meat,61370.36226517506,Meat,Livestock products
5054,Croatia,Buffaloes,26.0,Live animals,Livestock
5055,Croatia,"Butter, Ghee",7436.922961328216,Milk,Livestock products
5056,Croatia,"Camelids, other",0.0,Live animals,Livestock
5057,Croatia,Camels,2.0,Live animals,Livestock
5058,Croatia,Cassava and products,0.0,Roots and tubers,Primary crops
5059,Croatia,Cattle,233294.65318705235,Live animals,Livestock
5060,Croatia,"Cereals, Other",53700.0255702455,Cereals,Primary crops
5061,Croatia,"Citrus, Other",939.6609736650622,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5062,Croatia,Cloves,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5063,Croatia,Cocoa Beans and products,4979.488796789416,"Coffee, tea, cocoa",Primary crops
5064,Croatia,Coconut Oil,1879.9655208066195,Vegetable oils,Crop products
5065,Croatia,Coconuts - Incl Copra,3001.6350786850044,Oil crops,Primary crops
5066,Croatia,Coffee and products,19970.61376991546,"Coffee, tea, cocoa",Primary crops
5067,Croatia,Copra Cake,50.539805435118204,Oil cakes,Crop products
5068,Croatia,Cotton lint,0.0,Fibre crops,Crop products
5069,Croatia,Cottonseed,0.0,Fibre crops,Crop products
5070,Croatia,Cottonseed Cake,0.0,Oil cakes,Crop products
5071,Croatia,Cottonseed Oil,0.0,Vegetable oils,Crop products
5072,Croatia,Dates,1000.5019624593966,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5073,Croatia,Eggs,40887.80325866068,Eggs,Livestock products
5074,Croatia,"Fats, Animals, Raw",13339.733481665782,Animal fats,Livestock products
5075,Croatia,"Fish, Seafood",107794.33889543712,Fish,Fish
5076,Croatia,Fodder crops,1858128.4342998967,Fodder crops,Primary crops
5077,Croatia,"Fruits, Other",84021.71440809613,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5078,Croatia,Goats,52381.98625131184,Live animals,Livestock
5079,Croatia,Grapefruit and products,1994.9076641242343,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5080,Croatia,Grapes and products (excl wine),138563.38906694096,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5081,Croatia,Grazing,5134636.0,Grazing,Primary crops
5082,Croatia,Groundnut Cake,5.0090748874795645,Oil cakes,Crop products
5083,Croatia,Groundnut Oil,0.0,Vegetable oils,Crop products
5084,Croatia,Groundnuts,5974.7489759573,Oil crops,Primary crops
5085,Croatia,"Hard Fibres, Other",0.0,Fibre crops,Primary crops
5086,Croatia,Hides and skins,28422.517349050533,"Hides, skins, wool",Livestock products
5087,Croatia,Honey,8888.841321043648,Honey,Livestock products
5088,Croatia,Hops,91.8990871617274,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5089,Croatia,Horses,836.0730101107539,Live animals,Livestock
5090,Croatia,Jute,0.0,Fibre crops,Primary crops
5091,Croatia,Jute-Like Fibres,0.0,Fibre crops,Primary crops
5092,Croatia,"Lemons, Limes and products",14253.528050431,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5093,Croatia,Maize Germ Oil,11870.464758103271,Vegetable oils,Crop products
5094,Croatia,Maize and products,2445386.354080179,Cereals,Primary crops
5095,Croatia,"Meat, Other",2316.355073082728,Meat,Livestock products
5096,Croatia,Milk - Excluding Butter,980785.4572813144,Milk,Livestock products
5097,Croatia,Millet and products,171.0,Cereals,Primary crops
5098,Croatia,Mules,4.0,Live animals,Livestock
5099,Croatia,Mutton & Goat Meat,6926.357111302163,Meat,Livestock products
5100,Croatia,Nuts and products,12295.8974115361,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5101,Croatia,Oats,67592.82067720985,Cereals,Primary crops
5102,Croatia,"Offals, Edible",20705.65397774737,Meat,Livestock products
5103,Croatia,"Oil, palm fruit",0.0,Oil crops,Primary crops
5104,Croatia,"Oilcrops Oil, Other",8499.97213530483,Vegetable oils,Crop products
5105,Croatia,"Oilcrops, Other",8866.350471593547,Oil crops,Primary crops
5106,Croatia,"Oilseed Cakes, Other",20670.867489812485,Oil cakes,Crop products
5107,Croatia,Olive Oil,9688.270482555254,Vegetable oils,Crop products
5108,Croatia,Olives (including preserved),35631.291017035444,Oil crops,Primary crops
5109,Croatia,Onions,32941.95376104707,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5110,Croatia,"Oranges, Mandarines",62402.99684530484,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5111,Croatia,Palm Oil,16111.080502297795,Vegetable oils,Crop products
5112,Croatia,Palm kernels,0.0,Oil crops,Crop products
5113,Croatia,Palmkernel Cake,0.0,Oil cakes,Crop products
5114,Croatia,Palmkernel Oil,0.0,Vegetable oils,Crop products
5115,Croatia,Peas,2000.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5116,Croatia,Pepper,999.2239341611732,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5117,Croatia,Pigmeat,212185.29412780266,Meat,Livestock products
5118,Croatia,Pigs,1676272.9883414349,Live animals,Livestock
5119,Croatia,Pimento,997.0569335980204,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5120,Croatia,Pineapples and products,4282.658394920367,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5121,Croatia,Plantains,0.0,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5122,Croatia,Potatoes and products,223884.80484788574,Roots and tubers,Primary crops
5123,Croatia,Poultry Birds,46751834.85781239,Live animals,Livestock
5124,Croatia,Poultry Meat,83898.5441165735,Meat,Livestock products
5125,Croatia,"Pulses, Other and products",2767.0731594228423,"Vegetables, fruit, nuts, pulses, spices",Primary crops
5126,Croatia,Rabbits and hares,813.0452835598736,Live animals,Livestock
5127,Croatia,Rape and Mustard Cake,30222.15709825627,Oil cakes,Crop products
5128,Croatia,Rape and Mustard Oil,18469.94771768499,Vegetable oils,Crop products
5129,Croatia,Rape and Mustardseed,112090.16779544162,Oil crops,Primary crops
5130,Croatia,Rice and products,12196.50386323567,Cereals,Primary crops
5131,Croatia,Ricebran Oil,0.0,Vegetable oils,Crop products
5132,Croatia,"Rodents, other",0.0,Live animals,Livestock
5133,Croatia,"Roots, Other",0.0,Roots and tubers,Primary crops
5134,Croatia,Rubber,0.0,"Tobacco, rubber",Primary crops
5135,Croatia,Rye and products,6216.795172177933,Cereals,Primary crops
5136,Croatia,Seed cotton,0.0,Oil crops,Primary crops
5137,Croatia,Sesame seed,825.4642663718782,Oil crops,Primary crops
5138,Croatia,Sesameseed Cake,0.0,Oil cakes,Crop products
5139,Croatia,Sesameseed Oil,0.0,Vegetable oils,Crop products
5140,Croatia,Sheep,479014.999685617,Live animals,Livestock
5141,Croatia,Silk,0.0,"Hides, skins, wool",Livestock products
5142,Croatia,Sisal,0.0,Fibre crops,Primary crops
5143,Croatia,"Soft-Fibres, Other",0.0,Fibre crops,Primary crops
5144,Croatia,Sorghum and products,114.0,Cereals,Primary crops
5145,Croatia,Soyabean Cake,158954.33513355305,Oil cakes,Crop products
5146,Croatia,Soyabean Oil,6575.84721054261,Vegetable oils,Crop products
5147,Croatia,Soyabeans,62463.116752189344,Oil crops,Primary crops
